TIMESTAMP,FRAME_ID,INCIDENT_CLASS,CONFIDENCE_SCORE,ASSOCIATED_TRACK_ID
2026-09-05 14:57:56,2,aimbot_snap,1.0000,N/A
2026-09-05 14:57:56,3,aimbot_snap,1.0000,N/A
2026-09-05 14:57:56,4,aimbot_snap,1.0000,N/A
2026-09-05 14:57:56,5,aimbot_snap,1.0000,N/A
2026-09-05 14:57:57,6,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,20,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,21,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,22,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,23,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,24,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,25,aimbot_snap,1.0000,N/A
2026-09-05 14:57:58,26,aimbot_snap,1.0000,N/A
2026-09-05 14:58:01,48,aimbot_snap,1.0000,N/A
2026-09-05 14:58:01,49,aimbot_snap,1.0000,N/A
2026-09-05 14:58:01,50,aimbot_snap,1.0000,N/A
2026-09-05 14:58:01,52,aimbot_snap,1.0000,N/A
2026-09-05 14:58:02,55,aimbot_snap,1.0000,N/A
2026-09-05 14:58:06,91,aimbot_snap,1.0000,N/A
2026-09-05 14:58:06,92,aimbot_snap,1.0000,N/A
2026-09-05 14:58:07,95,aimbot_snap,1.0000,N/A
2026-09-05 14:58:07,98,aimbot_snap,1.0000,N/A
2026-09-05 14:58:08,105,aimbot_snap,1.0000,N/A
2026-09-05 14:58:09,106,aimbot_snap,1.0000,N/A
2026-09-05 14:58:09,111,aimbot_snap,1.0000,N/A
2026-09-05 14:58:10,114,aimbot_snap,1.0000,N/A
2026-09-05 14:58:10,115,aimbot_snap,1.0000,N/A
2026-09-05 14:58:10,116,aimbot_snap,1.0000,N/A
2026-09-05 14:58:10,117,aimbot_snap,1.0000,N/A
2026-09-05 14:58:11,118,aimbot_snap,1.0000,N/A
2026-09-05 14:58:11,119,aimbot_snap,1.0000,N/A
2026-09-05 14:58:11,121,aimbot_snap,1.0000,N/A
2026-09-05 14:58:11,122,aimbot_snap,1.0000,N/A
2026-09-05 14:58:11,124,aimbot_snap,1.0000,N/A
2026-09-05 14:58:12,128,aimbot_snap,1.0000,N/A
2026-09-05 14:58:12,129,aimbot_snap,1.0000,N/A
2026-09-05 14:58:13,130,aimbot_snap,1.0000,N/A
2026-09-05 14:58:13,135,aimbot_snap,1.0000,N/A
2026-09-05 14:58:13,136,aimbot_snap,1.0000,N/A
2026-09-05 14:58:14,137,aimbot_snap,1.0000,N/A
2026-09-05 14:58:14,138,aimbot_snap,1.0000,N/A
2026-09-05 14:58:14,140,aimbot_snap,1.0000,N/A
2026-09-05 14:58:16,156,aimbot_snap,1.0000,N/A
2026-09-05 14:58:16,157,aimbot_snap,1.0000,N/A
2026-09-05 14:58:16,158,aimbot_snap,1.0000,N/A
2026-09-05 14:58:19,177,aimbot_snap,0.7001,N/A
2026-09-05 14:58:19,178,aimbot_snap,1.0000,N/A
2026-09-05 14:58:19,181,aimbot_snap,1.0000,N/A
2026-09-05 14:58:20,182,aimbot_snap,1.0000,N/A
2026-09-05 14:58:20,184,aimbot_snap,1.0000,N/A
2026-09-05 14:58:20,186,aimbot_snap,1.0000,N/A
2026-09-05 14:58:21,187,aimbot_snap,1.0000,N/A
2026-09-05 14:58:21,188,aimbot_snap,1.0000,N/A
2026-09-05 14:58:21,190,aimbot_snap,1.0000,N/A
2026-09-05 14:58:22,193,aimbot_snap,1.0000,N/A
